Answer,Answer.f1.angry.raw,Answer.f1.anxious.raw,Answer.f1.bored.raw,Answer.f1.calm.raw,Answer.f1.confused.raw,Answer.f1.disgusted.raw,Answer.f1.excited.raw,Answer.f1.frustrated.raw,Answer.f1.happy.raw,Answer.f1.nostalgic.raw,Answer.f1.proud.raw,Answer.f1.sad.raw,Answer.f1.satisfied.raw,Answer.f1.surprised.raw
Exercise was good yesterday. It kept my heart racing and also kept me motivated.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
i had some tacos.  they were amazing!  made me feel so happy!,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Kids didn't want to settle down and do their homework. They just kept fighting among each other. They only settled down long enough to complain about dinner. Which I never really cook.,False,False,False,False,False,False,False,True,False,False,False,False,False,False
My relationship with God is so important. I thank him for my blessings and for all of the things that we have been through together in my life.,False,False,False,True,False,False,True,False,False,True,False,False,False,False
Spent time with the family went out and got something to eat had a good time,False,False,False,False,False,False,False,False,True,False,False,False,False,False
My oldest brother visited and talked about the issues his family is having. It was sad to hear about the negative things they are going through right now.,False,True,False,False,False,False,False,True,False,False,False,True,False,False
"I really appreciate having a job, being productive and independent.",False,False,False,False,False,False,False,False,False,False,False,False,True,False
My husband was being a pain about my oldest daughter going to her boyfriend's again. I wish he would grow up and realize she is 16 and is going to have a life that doesn't involve us. Now and more so in the future.,True,False,False,False,False,False,False,False,False,False,False,False,False,False
I was excited frustrated and satisfied with my exercise.  I was excited that I did my daily routine and accomplished my goals.  It was frustration getting out of breath sometimes though.  But overall the satisfaction of completing it was great.,False,False,False,False,False,False,True,True,False,False,False,False,True,False
"I was able to get through the most difficult monthly reconciliations for my work. It was difficult and time consuming, but is always good to get out of the way.",False,False,False,True,False,False,False,False,False,False,True,False,False,False
"At the end of a rough day getting to go home to Joe and spending the evening just relaxing with the puppies made the frustrations of the day fade into the background. I am so grateful for all the blessings I have been granted, and hope and pray for more good than bad in the future.",False,False,False,False,False,False,True,False,True,False,False,False,True,False
I couldnt find much worrk online.Being in pain made the idea of working even worse.,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"I baked sugar cookies earlier, and today I started decorating them. I'd never done iced sugar cookies before - my mom and I always made them with sprinkles - so it was all experimental. I was able to make a couple of pictures I really liked, and I learned a new technique for dabbing bits of icing onto the cookie with a toothpick.",False,False,False,False,False,False,False,False,True,False,True,False,True,False
I woke up feeling find. Went through most of the day feeling alright but then my back started hurting and wouldn't stop. Not long after that I hurt my arm trying to chase the cat back in the house. Shot pain up from my arm to my neck and into my shoulders. It was terrible.,True,True,False,False,False,False,False,True,False,False,False,False,False,False
My boyfriend did not come home at 1 am like usual.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I think for my age I really cannot complaint compared to others.  I still do not need to take any daily medication except for seasonal allergy.  My energy still great and every night I could rest good.  Really you can't ask for more.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I was able to work. All stress was gone.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I took breaks along the way thru my day and reflected on what I had accomplished and how good it felt.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Playing the piano at the end of the day helps me wind down and relaxes me,False,False,False,True,False,False,False,False,False,False,False,False,True,False
"I have not been sleeping well lately at all. Because of that, sleeping was very important to me. I managed to catch up on some sleep I have been missing.",False,False,False,True,False,False,False,False,False,False,False,False,True,True
I was happy to get extra sleep because I needed it. It felt so good to relax and drift off.,False,False,False,False,False,False,False,False,True,False,False,False,True,False
I helped my friend with her new iPad. I felt good about being able to help but also frustrated because I'm new at this.,False,False,False,False,False,False,False,True,True,False,False,False,False,False
I worked out after work yesterday. It felt good to exercise and I felt proud and accomplished.,False,False,False,False,False,False,False,False,False,False,True,False,True,False
Hung out with family after work and their face gives me joy and happinness. I start to remember how proud and happy they make me and how I could not live literally without them at all.,False,False,False,False,False,False,False,False,True,True,True,False,False,False
After work I went to a Magic the Gathering tournament at the local card shop. I went 2-1 losing the third round to a friend of mine that was playing a mono red burn deck.,False,False,False,False,False,False,True,False,True,False,False,False,True,False
It was a cold day and I had a grilled cheese and tomato soup,False,False,False,False,False,False,False,False,True,False,False,False,False,False
my wife makes great food for all three meals,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"I went to work yesterday, like I always do, but this day was kind of different. I felt like I got a lot done, so I felt really proud and satisfied. I was also calm for most of the day, which helped me focus on work and probably contributed to how productive I ended up being.",False,False,False,True,False,False,False,False,False,False,True,False,True,False
I got some exercise yesterday when i went walking in Bogga Chitto State PArk.,False,False,False,False,False,False,False,False,True,False,True,False,True,False
My kids were grouchy in the morning and didn't want to get up for school.  It was so frustrating to try and get them out of bed but they also looked really cute sleeping.  I love them.,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"I made a nice dinner, a good salad and made enough to last me the rest of the week at work for lunch.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
When I had the vertigo attack I was able to make it to bed without falling down.  I took a three hour nap.  When I woke up I was a bit foggy like I normally after having  vertigo attack but I was able to do some work.,False,False,False,True,False,False,False,False,False,False,False,False,True,False
"I bought a chicken from the store a few days ago - it was organic with no hormones, antibiotics or anything to be concerned about.  I was looking forward to roasting it in the oven and having a healthy meal.  I also bought some fresh asparagus, which I steamed to have with the chicken.  Everything was very tasty, and very healthy.",False,False,False,False,False,False,False,False,True,False,False,False,True,False
I had a good call with this person. I think we both thought positively about the conversation and are ready to move forward to the next stage.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"After my doctor's appointment, I went over to my parents house to catch up. As always, I felt happy seeing them and getting to chat with them about how our lives were going.",False,False,False,False,False,False,False,False,True,False,False,False,True,False
My brother picked me up from the hospital and managed to soothe my fears a bit,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I made some bread. It was very good.,False,False,False,False,False,False,False,False,False,False,True,False,False,False
I had ordered a new fitness watch on WISH. I had never used WISh for ordering anything before and the prices are very reasonable. I was not sure what the watch would be like when I got it but was hopeful. The watch arrived yesterday long before I expected it to be delivered. I was able to set it up and connect it to my phone easily. I have high hopes it will be functioning for a long time. I will have to go take a walk to check how it matches up with my old FitBit watch.,False,False,False,False,False,False,True,False,True,False,False,False,False,True
"I had a long conversation with my  Mom last night.  She needs my husband to redo her bathroom but needs a ride to a nearby city to get materials. I told her to ask my husband, he'd have no problem with it.",False,False,False,False,False,False,False,False,True,False,False,False,False,True
I went to the store and bought some good food  This made me really happy because before that I didn't have much food in my house. I felt really calm and happy after i ate it and before that i was excited and happy.,False,False,False,False,False,False,True,False,True,False,False,False,True,False
I went on a short walk yesterday to get some exercise. I just took a stroll down to the park near my home. It was relaxing and fun.,False,False,False,True,False,False,False,False,True,False,False,False,False,False
I worked out for more than 90 minutes. It was tiring and I didn't want to but I'm happy I got through it.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
My fiance made pasta with vold shrimp and jar sauce was nasty.,False,False,False,False,False,True,False,False,False,False,False,False,False,False
I wanted to get a lot of work done in a small amount of time that I had.,False,True,False,False,False,False,False,False,False,False,False,False,False,False
My daughter cooked dinner for all of us yesterday. It was a simple but a delicious one. I enjoyed sitting together with the family for the meal.,False,False,False,False,False,False,True,False,False,False,False,False,True,False
I got a good hour of cardio in which made me feel good because I had not been able to for a few days. I was very pleased with this.,False,False,False,False,False,False,False,False,False,False,True,False,True,False
"I was able make time yesterday to work out and that made me feel great. It was a while since I worked out and being able to get a work out in, was a nice feeling.",False,False,False,False,False,False,False,False,True,False,True,False,True,False
I came home where my family was waiting for me. We conversed politely and watched some things on tv. It was pretty fun but at times i got annoyed.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"It was good to get out, with the weather being as nice as it was, and getting some cardio in. I needed it after doing so much sitting during the work week and relaxing after work.",False,False,False,False,False,False,False,False,True,False,True,False,True,False
I woke up very tired again yesterday. It is frustrating how little good sleep I get.,False,False,False,False,False,False,False,True,False,False,False,False,False,False
I was quite proud and satisfied to complete my work.,False,False,False,True,False,False,False,False,False,False,True,False,True,False
I also got to cook with my friends. I got to eat the tasty food and these are some of my favorite things to do.,False,False,False,False,False,False,True,False,True,False,False,False,False,False
I refinished a part of a table. It was quite enjoyable,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"I didn't sleep well in the night, so I spent a good portion of the afternoon dozing and napping. I was glad to get caught up on sleep.",False,False,False,True,False,False,False,False,False,False,False,False,False,False
I was angry on my partner as he did not pick up my call when i called him to share my successful work done at my office.,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"I was happy that my husband of 40 plus years and I worked together to cook a meal in the kitchen. After dinner and cleaning up, we had an enjoyable evening watching a favorite television program. It was a good, peaceful day.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
I was able to beat my time on running a mile by a significant margin from last time I tried.,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"I stretched and walked around a lot. I had hurt my back last week, so I'm making it a goal to stretch and not overwork myself. I was satisfied with the amount of exercise I was able to do.",False,False,False,True,False,False,False,False,False,False,False,False,True,False
"I was happy to know that my friends are always there for me when needed. They make me smile, and it is a secure feeling too.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
I was happy to find easy food to make for supper since I didn't  have  anything  planned. It was easy and good and the kids enjoyed it.This was satisfying  and  I  was  content.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
My wife surprised me with a big dinner she made.  I love her cooking so I was ecstatic!,False,False,False,False,False,False,False,False,True,False,False,False,False,True
"I was happy that I was able to participate in the activiites of daily life.  Although I often take them for granted, I was happy that I could enjoy walking outside and being a part of my community.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
I was excited about going to work.  I satisfied that I was able to get a lot accomplished.  Being able to work with my team and complete our project made me proud.,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Had to do some work in the morning that I wasnn't expecting so that was kind of annoying.,False,False,True,False,False,False,False,True,False,False,False,True,False,False
I felt I had the love and support of my wife and children as I waited for my medical results.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"I was running errands downtown, and decided to just walk around for a few hours.  I bought some heavy items and was carrying them in my backpack, so it was pretty tiring.",False,False,False,False,False,False,False,False,True,False,True,False,True,False
"I finally decided to get back into running after two years. I was suprised at how difficult a time I was experiencing after the first mile. However, I am proud of myself that I made the effort to step back out there.",False,False,False,False,False,False,False,True,False,False,True,False,True,False
I made the workday go by fast and made more money than I have been in days. I was super grateful. This made me feel proud too. It gives me more hope than ever even if just for the time being. I have to try to save more money again. I felt very lost with spending and losing so much over the past few years.,False,False,False,False,False,False,False,False,False,False,True,False,False,False
I finished a large project for work that myself and my team have been working on for the last three weeks.  The finishing touches were put on the project and the client liked it.  It is such a good feeling to complete such a large project and then have the hard work pay off when it is liked and accepted.,False,False,False,False,False,False,False,False,True,False,True,False,True,False
I love my job I love getting to help people. I work in IT and get to fix computer problems.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
My children telling me about what happened in school,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"My wife and I had a good night. We talked about our future, our plans for a family, and other things. It was great to also just sit down and watch a movie before we fell asleep. It was satisfying.",False,False,False,True,False,False,False,False,True,False,False,False,True,False
I had a chance to meet one of my friend from the high school. It was a great nostalgic moment.,False,False,False,False,False,False,False,False,True,True,False,False,False,False
I am glad to still have my husband with me because he has so many health problems that hinder his life.  Each day is a new day to enjoy with him.,False,False,False,False,False,False,False,False,True,False,True,False,False,False
"Mturk was utterly dismal yesterday, with the majority of HITs from ******* who think paying $3 or less per hour is just fine.",False,False,False,False,False,False,False,True,False,False,False,False,False,False
I ran a few miles in Florida. I waas tired from travelling but I still got my workout in.,False,False,False,False,False,False,False,False,True,False,True,False,True,False
After I dropped my son off at school I got the chance to talk to some of my friends who also have children that go to my son's school. It's really nice to be able to take the time to talk to my friends and just reconnect. Getting to talk to my friends always makes me calm and happy.,False,False,False,True,False,False,False,False,True,False,False,False,False,False
At work today I was behind the whole day. I had to wait on the warehouse guys to do their jobs and because they are so incompetent and lazy I was behind in my job. I hate having to wait on others especially when it is just because they are lazy or inane.,False,False,False,False,False,True,False,True,False,False,False,False,False,False
I tried a new chili recipe for my crock pot. I love to eat so I was very excited that the recipe came out well. I was excited that the new recipe was good because that is not always the case.,False,False,False,False,False,False,True,False,False,False,False,False,True,False
We enjoyed a cup of coffee in a nice cafe,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I spent time with my girlfriend. We got to spend some quality time together and grow even closer.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
There were so many projects due on a tight deadline at work that it was hectic and frustrating. I was in a hurry to get everything done and I wish people would give me the projects way earlier in the month/week vs. right at the last minute.,False,False,False,False,False,False,False,True,False,False,False,False,False,False
I was able to exercise and it made me feel good to take care of my body. I was satisfied with the progress I have made with my strength and can't wait to get more stronger,False,False,False,True,False,False,False,False,False,False,False,False,True,False
we had italian food it was so good and yummy i had alfredo with bread and salad it was so tasty,False,False,False,True,False,False,True,False,True,False,False,False,False,False
"I love spending time with my hubby, getting cuddles and intimates chats and other couple things we do.",False,False,False,False,False,False,True,False,True,False,False,False,True,False
I spent part of the day messaging back and forth with my birder friends. I had found a rare bird last week and they were complementing me and I was telling them how easy it was. So that was kind of fun.,False,False,False,False,False,False,False,False,True,False,True,False,False,False
I ate a mesl of steak that i cooked myself. It was very flavorful and i was so proud how well i made it all by myself.,False,False,False,False,False,False,True,False,True,False,False,False,True,False
"I had a nice long workout at the gym that included swimming laps, elliptical and weights. It was a highlight because afterwards I felt energized and happy. I felt proud of myself for having a good workout.",False,False,False,False,False,False,False,False,False,False,False,False,True,False
"There was a short Birthday celebration for my niece yesterday. It went pretty well, and she had a good time. I wish I could have enjoyed the time more, but I was focused on working and the problems I was having through the day.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
"I got in 10,000 plus steps yesterday. I didn't intend to meet this exercise goal, but I'm happy and satisfied that I also got in 5 plus miles of activity/walking. I feel like I achieved something, especailly since I wasn't feeling the best with my all day headache. However, it did help me sleep better since my body was sufficiently tired from exercising. I am glad that I got in my exercise goal in even though it was unexpected.",False,False,False,True,False,False,False,False,False,False,False,False,True,False
I worked a lot of hours yesterday. It was exhausting.,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"Yesterday I spent about an hour reading articles and watching videos on like about nutrition.  I was particularly interested in learning more about the food classification, FODMAP.  I began to finally start to make sense of the classification.  I'm so glad that it is getting easier for me to understand this important concept.",False,False,False,False,False,False,False,False,False,False,False,False,True,False
I recently bought a new mattress and it is great. I feel much better when i wake up.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
i could not find much work yesterday on mturk and found it to be frustrating,False,False,False,False,False,False,False,True,False,False,False,False,False,False
I swam 40 laps at the pool a weekly occurence,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"My best friend of 20+ years called me yesterday. We normally talk every week or so. The conversation was fun, and we joked around about some of our shared memories. I felt nostalgic because we were talking about this resturant that is in our hometown. Neither of us live in the same city any more, but being friends for almost 25 years make me feel good.",False,False,False,False,False,False,False,False,True,True,False,False,False,False
My husband is the most important thing in my life. He makes me feel loved and secure.,False,False,False,True,False,False,False,False,True,False,False,False,True,False
Work was pretty good yesterday. I was busier than I have been recently and it felt good to be productive and feel like I was earning my paycheck. My project is getting off the ground and it's exciting to see some of my work start to pay off.,False,False,False,False,False,False,False,False,False,False,True,False,True,False
I am so excited to know I only have one more semester to go before I will graduate with my Bachelor's degree in Biology. I have come far and worked so very hard. This will not be the end of my education as I look forward to graduate school.,False,False,False,False,False,False,True,False,True,False,True,False,True,False
"I had a burger combo from five guys. It was delicious. The onions, the peanut flavor in the fries, I really liked it. It reminded me of simple times back in college.",False,False,False,False,False,False,False,False,True,True,False,False,True,False
i feel very relaxed and calm when i get alot of sleep,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"I had a short but nice conversation with my husband while enjoying some TV with him. It's good to start my day by talking with him, it sets the mood for the whole day and makes it go better.",False,False,False,True,False,False,False,False,True,False,False,False,True,False
I knew God would help me through whatever was going on and so I didn't have to be anxious,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"I started sending messages to a female acquaintance I am attracted to and to my pleasant surprise, she responded. We had a friendly conversation about what we've been doing recently and I'm working up the courage to ask her out.",False,True,False,False,False,False,True,False,False,False,False,False,False,False
I just had a very busy day where I worked non-stop until the evening. It made me feel anxious as I felt I had so much to do,False,True,False,False,False,False,False,False,False,False,False,False,False,False
I had fun with my family yesterday as we all met to celebrate my mother's birthday,False,False,False,False,False,False,False,False,True,False,True,False,False,False
I watched a great movie yesterday that was very exiting.,False,False,False,False,False,False,True,False,True,False,False,False,True,False
I got a lot accomplished at work that I didn’t think I’d get done. At the end of the day I felt very proud of myself even after feeling anxious earlier in the day due to all the people stopping by my office to talk.,False,True,False,False,False,False,False,False,False,False,True,False,False,False
I watched Survivor last night and the masked singer.  Love both of those shows.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Yesterday I volunteered at the thrift store that funds the homeless shelter. It makes me feel good to help even if it is just in organizing the store. I feel my little bit of work contributes to what others are doing to make the mission possible.,False,False,False,True,False,False,False,False,False,False,True,False,False,False
My husband is the best ever and always makes me feel wanted and loved!,False,False,False,False,False,False,True,False,False,False,False,False,False,False
My health is not in good condition. I am still young but my dentals are terrible. I have arthritis and muscle pains. I've lived this life to years now already.,True,False,False,False,False,False,False,False,False,False,False,True,False,False
i love playing kendama in recreation soo much fun.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I started work on a new project at work with some of my best coworkers and I am eager to continue working along side them to completion of this task.,False,False,False,False,False,False,False,False,False,False,True,False,False,False
i had good crepes,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Work was very frustrating and a lot is being dumped on me due to so many people leaving.  I had a meeting with my supervisor and another supervisor and coworker to try to distribute the work, but all-in-all nothing happened.",False,True,False,False,False,False,False,True,False,False,False,False,False,False
"My wife has been doing keto stuff recently, so i never know whats going to be made for dinner. We actually ended up having keto pizza, so i was excited that we got to eat something that I enjoyed eating too.",False,False,False,True,False,False,False,False,True,False,False,False,False,False
"Since work went so well yesterday, I had lots of time to myself. I caught up on some of my Netflix shows and I was able to catch new episodes at night.",False,False,False,True,False,False,False,False,True,False,False,False,False,False
I bought some bread today. I haven't eaten bread in a couple weeks. I toasted it and put butter and cheese on it. It tasted good and it satisfied my hunger.,False,False,False,False,False,False,False,False,True,False,False,False,True,False
I always feel anxious but yesterday was fine at work. Just the usual struggle of finding things to do between projects and assignments. It was a fairly uneventful day after finishing my morning duties.,False,True,True,False,False,False,False,False,False,False,False,False,False,False
I was able to finish my preparation for the weekly print run on time.  I was happy that I could hand the info off to my co-worker so she didn't have to rush or stay late on Friday.  I worked a lot of overtime last year and it's nice to be able to leave right around 5:30 every day now.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
My daughter is having marital problems and is staying with me. Upset about them.,False,False,False,False,False,False,False,False,False,False,False,True,False,False
I made a veggie burrito that was absolutely delicious. It was greatly satisfying. The combination of ingredient made it exactly what I wanted. The cucumber really was a brilliant ingredient to add.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
I used to love to draw but stopped after the kids were born and I didn't have much free time. Now my kids are older and both really like to draw. I decided now would be a good time to take it back up. I have been drawing for a few weeks and today was probably the best picture that I have done since I started. I was really pleased with how it came out.,False,False,False,False,False,False,True,False,True,False,True,False,False,False
"I picked my daughter up from school yesterday and spent the afternoon with her. First we went shopping at the grocery store and then we went home and I helped her with her homework. After that, she helped me make dinner, which we ate together.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
"I haven't ate very well lately, but I made up for that yesterday. I picked up both healthy food to help restore me and pleasure foods that I would really enjoy, like a gelato that I've always wanted to try. I ate it last night and it was delicious.",False,False,False,True,False,False,False,False,True,False,True,False,False,False
"I was surprised because I got a large bonus on my Mturk work and I wasn't expecting it at all. I am looking for a permanent job, but I'm working on Mturk so I can keep everything going until I find something. It's nice to get a surprise because it does give you a little more hope.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
I'm always happy to see my family at the end of a hard day. They really help to bring my mood up and it helps to take my mind off of my problems.,False,False,False,False,False,False,False,False,True,False,False,False,True,False
"I'm also self-employed for my ""day job"" as a freelance web developer. I completed a project yesterday that had been going on since last February. It wasn't a particularly big or complicated project it just was put on hold and delayed so many times by the client. We've finally been collaborating since the new year began on getting it over with - and yesterday it was finally completed. I'm very glad to have it off my plate I certainly don't like things lingering that long. (I'm also happy that I can collect on the balance of my pay!)",False,False,False,False,False,False,False,False,True,False,False,False,True,False
The disease also has the side effect of neuritis in my feet and the pain sometimes prevents me from a good nights sleep and this is very frustrating.,False,False,False,False,False,False,False,True,False,False,False,False,False,False
I was hungry but didn't have time to eat until the night and I ate a bunch.,True,False,False,False,False,False,False,True,False,False,False,False,False,False
"I had a slow morning of work because I work for myself. I was feeling a little nervous that I wouldn't make very much. I told myself I need to push on, and I ended up hitting my daily goal and going over. I felt very proud of myself for persevering.",False,True,False,False,False,False,True,False,False,False,True,False,False,False
"I enjoyed powerwalking a couple of miles after work for exercise. Getting out in the fresh, cool air, while pushing my body to walk faster made me feel good.",False,False,False,False,False,False,False,False,True,False,False,False,True,False
I worked out at the gym before going to work. It is my alone time before interacting with customers all day. I use it to relax to get myself prepared for the day. I am in control and can do whatever I want.,False,False,False,True,False,False,False,False,True,False,False,False,False,False
"My wife not only has anxiety but she is also dealing with a lot of changes at her job, and we don't know where we'll be living in the future, or the status of either of our jobs.",False,True,False,False,True,False,False,True,False,False,False,False,False,False
"I had been putting off a daily exercise routine on my treadmill for at least two weeks. I had been doing it fairly regularly and I suddenly quit. But I was determined to start again and last night, I did 20 minutes on my treadmill, and gradually moved the elevation as well. It was tiring but I feel I accomplished something.",False,False,False,False,False,False,True,False,True,False,True,False,False,False
I felt good lifting weights and then going for a long walk around my neighborhood.,False,False,False,False,False,False,False,False,True,False,False,False,True,False
I was enjoying some down time with friends after church last night. We just sat around and were catching up with each other.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I finally felt like I got enough sleep. I have been tired all week and when I woke up I finally and actually felt refreshed. I certainly hope to go to bed that same time tonight so I wake up with that same feeling.,False,False,False,True,False,False,False,False,False,False,False,False,True,False
I spent a lot of time with my wife and my little daughter,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Work was pretty boring yesterday but it took up most of my day. It was okay. Nothing much really happened. It made me feel bored.,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"After talking with someone, they suggested I had pulled a muscle and to take some advil. I took their advice and felt relief quickly. I feel so happy and relieved that it is not anything serious.",False,False,False,False,False,False,False,False,True,False,False,False,True,True
"I started working out again. I have been feeling out of shape but since it is winter, I want to start working out again. I feel happy and strong now.",False,False,False,False,False,False,True,False,False,False,True,False,True,False
"I had helped my sister with a project that she had for school, it required taking various pictures of landscapes and people. It took a bit of time, but it was not a big problem for me or my schedule. I felt proud for my sister in terms of how much she had improved in her class, and calm for participating in something beneficial for someone else.",False,False,False,True,False,False,False,False,False,False,True,False,False,False
The info was in regards to e-commerce and shipping from China. I found new technology and strategies to boost performance and profitability.,False,False,False,False,False,False,True,False,True,False,False,False,False,False
I forgot to tell my friend I could not make it to dinner and had to white lie.,False,False,False,False,True,False,False,False,False,False,False,False,False,False
I had a work and a project I am working on.,False,False,False,False,False,False,False,False,False,False,True,False,False,False
We have been very busy lately. Yesterday we were a little sleepy after lunch. We laid in the bed with our dog snuggled and napped. It was very calming and nice. I value those moments so precious.,False,False,False,True,False,False,False,False,True,False,False,False,True,False
I worked out for 60 minutes before going to work. The work out was tough but tough workouts make me feel calm and confident.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
My spouse was having an emotional crisis about events from his childhood. I had to give him alot of emotional support and seek to help him find a resolution.,False,False,False,False,False,False,False,False,False,False,False,True,False,False
I had to work much later than normal so it messed up my daily routine. I still decided to work out before bed because I didn't want to skip my weight lifting routine. I did it anyway and it kept me up even later but I was satisfied with myself for forcing myself to do it.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
I went running in the morning. It was a great way to start my day and get my thoughts together,False,False,False,False,False,False,True,False,False,False,True,False,False,False
"I had a very nice conversation with my sister yesterday about my nephew's 18th birthday.  We reminisced about how much he's changed, but how his face is still the same all these years later.  It made us both feel old and happy at the same time.  I was happy for them that they had a good time and that he's going to be finishing his last year of high school in good spirits.",False,False,False,False,False,False,False,False,True,True,False,False,False,False
I was able to get a lot done yesterday at work and I was very productive.,False,False,False,True,False,False,False,False,True,False,True,False,False,False
"Picked up some product to resell and every bit of it sold last night within an hour of being listed. I am thrilled, and hope that they're all happy with their purchases!",False,False,False,False,False,False,False,False,True,False,False,False,False,False
"I was extremely happy all day, because I had a good workout.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
It was long and tiring.,False,False,True,False,False,False,False,True,False,False,False,False,False,False
i lift weights 3 times a week,False,False,False,False,False,False,True,False,False,False,True,False,True,False
I had a good work out.,False,False,False,False,False,False,True,False,False,False,False,False,False,False
I did my normal day workout for an hour and a half and saw the gains I have been making which makes me extremely grateful for the effort I have been able to put in and for the work I have done.,False,False,False,False,False,False,False,False,False,False,True,False,True,True
yesterdays work was very good. my team made a lot of breakthrough. there was this excietment and joy within us cause there was a project we have been working on for a while and it came out so much successful.,False,False,False,True,False,False,False,False,True,False,False,False,False,False
"My picky son asked for a meatball for dinner. This is a bog deal, as he doesnt like new foods and I finally convinced him to eat one",False,False,False,False,False,False,False,False,False,False,True,False,False,False
I had a really good meal out today.Service was great too!,False,False,False,True,False,False,False,False,False,False,False,False,False,False
We ordered pizza yesterday and I got to enjoy my favorite...the super supreme!,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"work was extremely busy yesterday, we were slammed with jobs, so it was pretty anxiety ridden.",False,True,False,False,False,False,False,False,False,False,False,False,False,False
I ate a California burrito from one of my favorite Mexican restaurants. It left me feeling very full and sated.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
I was able to go on a 2 mile walk with my dog and it made us both feel great.,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Got a little blood pumping and felt good with light exercise as I've been exercising less and less lately.,False,False,False,False,False,False,True,False,True,False,False,False,False,False
"I ate at a restaurant with a friend. However, when mt salad arrived, it had bacon and bleu cheese all over it. I failed to notice that was listed on the menu, and had to spend some time picking all of it off. I don't eat red meat or moldy cheese. After I did that, though, the salad was very good.",False,False,False,True,False,False,False,True,False,False,False,False,True,False
I just got a bonus from my supervisor for my project. So happy because my hard work paid off!,False,False,False,False,False,False,True,False,True,False,False,False,False,False
"I made $25 on AmazonTurk yesterday,while my goal is $10.I was happy.",False,False,False,False,False,False,True,False,True,False,True,False,False,False
My partner got a call to do a job for a contractor he had worked for in the past. His day to day contractor had canceled the work for today and the new contractor needed some work done. My partner will be paid three times the amount of money working for the new contractor.,False,False,False,True,False,False,False,False,True,False,True,False,False,False
I am very thankful for my health.  I try to eat healthy every day.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I was doing some golf and I had a pretty good day the score I had was 3 under par and that is actually one of if not my gest,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I reached all of my goals at work yesterday. A good change from missing the mark for a few weeks.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
I was able to take a great nap during the day. I usually don't get the chance but it made me feel really calm and refreshed.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
My blood test panel came back fine. I don't have any issues. That's very important to me.,False,False,False,True,False,False,False,False,False,False,True,False,False,False
I had fried chicken yesterday. It tasted wonderful. It was really crispy and satisfied my hunger right away!,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"I ate some new, good food.",False,False,False,False,False,False,True,False,True,False,False,False,False,False
I cooked a good meal for dinner. It was really enjoyable. It made me feel calm and collected.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
